id,drug,routes,label_rules,structured_rules,notes_from_extraction,dailymed_url,current_status,current_reviewer,decision,reviewer,review_date,notes
silodosin:ORAL,Silodosin,ORAL,"> 50: CCr >50 mL/min: No renal dose adjustment 8 mg once daily with a meal
30-50: CCr 30-50 mL/min: 4 mg once daily with a meal
< 30: CCr <30 mL/min: Contraindicated do not use",,BPH symptoms; take with a meal.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea3bbafb-d32a-d0d3-e053-2a95a90ac387,draft,,,,,
mirabegron:ORAL,Mirabegron,ORAL,">= 30: eGFR 30-89 mL/min/1.73 m2 or normal renal function: 25 mg initially; max 50 mg once daily
15-29.99: eGFR 15-29 mL/min/1.73 m2: 25 mg once daily; do not exceed 25 mg
< 15: eGFR <15 mL/min/1.73 m2 or requiring dialysis: Not recommended do not use",,Adult overactive bladder dosing; label renal table uses MDRD eGFR.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e597023d-6dcc-4d9e-8ce0-2d28a5d862f3&version=1,draft,,,,,
solifenacin:ORAL,Solifenacin,ORAL,">= 30: CLcr >=30 mL/min: 5 mg; may increase to 10 mg if tolerated once daily
< 30: CLcr <30 mL/min: Do not exceed 5 mg once daily",,Adult overactive bladder tablets.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aea71cde-6d62-4f8d-b813-47064cb213d9,draft,,,,,
tolterodine:ORAL,Tolterodine extended-release,ORAL,"> 30: CCr >30 mL/min: 4 mg once daily
10-30: CCr 10-30 mL/min: 2 mg once daily
< 10: CCr <10 mL/min: Not recommended do not use",,Extended-release capsules for adult overactive bladder; immediate-release dosing may differ.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9710ad7b-93c2-4ec1-95ff-597563be4314,draft,,,,,
fesoterodine:ORAL,Fesoterodine,ORAL,">= 90: CLcr >=90 mL/min: 4 mg initially; max 8 mg once daily
30-89.99: CLcr 30-89 mL/min by Cockcroft-Gault: 8 mg once daily maximum
15-29.99: CLcr 15-29 mL/min by Cockcroft-Gault: 4 mg once daily
< 15: CLcr <15 mL/min by Cockcroft-Gault: 4 mg once daily",,Adult overactive bladder extended-release tablets; pediatric NDO table is excluded.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc8f6158-3c2b-4ec0-a951-e04468b83bb1,draft,,,,,
mycophenolate-mofetil:ORAL,Mycophenolate mofetil,ORAL,"< 25: Kidney transplant with severe chronic graft impairment, GFR <25 mL/min/1.73 m2: Do not administer doses greater than 1 g twice daily",,Oral tablet/capsule transplant immunosuppression label; renal cap applies only to kidney transplant patients with severe chronic graft impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8015f042-54fb-4a7a-a10b-6219e1a450c8,draft,,,,,
darolutamide:ORAL,Darolutamide,ORAL,">= 30: eGFR >=30 mL/min/1.73 m2: 600 mg twice daily with food
15-29.99: eGFR 15-29 mL/min/1.73 m2 and not receiving hemodialysis: 300 mg twice daily with food
< 15: eGFR <15 mL/min/1.73 m2 or receiving hemodialysis: Effect unknown / outside label recommendation source-summary; manual clinical review required",,Prostate cancer androgen receptor inhibitor; severe renal impairment recommendation excludes hemodialysis.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a7cb212-56e4-4b9d-a73d-bfee7fe4735e,draft,,,,,
cimetidine:ORAL,Cimetidine,ORAL,All values: Manual review: nonnumeric severe renal impairment category: Source summary only DailyMed: 300 mg every 12 hours orally in severe renal impairment; do not apply to all CrCl values without clinical review,,"Acid suppression; oral tablet label gives a reduced regimen for severe renal impairment without a numeric CrCl cutoff, so this record is source-summary only.",https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=28fd7158-a617-436a-8f5c-71ffbaafe527,draft,,,,,
nizatidine:ORAL,Nizatidine,ORAL,"> 50: CrCl >50 mL/min: No renal dose adjustment usual adult schedule by indication
20-50: CrCl 20-50 mL/min; active duodenal ulcer, GERD, or benign gastric ulcer: 150 mg once daily | CrCl 20-50 mL/min; maintenance therapy: 150 mg every other day
< 20: CrCl <20 mL/min; active duodenal ulcer, GERD, or benign gastric ulcer: 150 mg every other day | CrCl <20 mL/min; maintenance therapy: 150 mg every 3 days",,Active ulcer/GERD and maintenance regimens have different renal-adjusted intervals.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e9957997-8b85-48a0-9bb3-b878cb223236,draft,,,,,
esomeprazole:ORAL,Esomeprazole magnesium,ORAL,All values: Renal insufficiency: No renal dose adjustment usual adult schedule by indication,,Delayed-release oral PPI; renal rule does not cover antibiotic co-therapy components for H. pylori regimens.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f650345-0bca-4fe9-96eb-4d7ac80928ec,draft,,,,,
lansoprazole:ORAL,Lansoprazole,ORAL,All values: Renal impairment: No renal dose adjustment usual adult schedule by indication,,Delayed-release oral PPI.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7d811f01-f0c2-4753-bb36-80b48dabb58c,draft,,,,,
pantoprazole:ORAL,Pantoprazole sodium,ORAL,All values: Renal impairment or hemodialysis: No renal dose adjustment usual adult schedule by indication,,Delayed-release oral PPI.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7c958802-daad-4c7e-88eb-73be7d2261d8,draft,,,,,
dexlansoprazole:ORAL,Dexlansoprazole,ORAL,All values: Renal impairment: No renal dose adjustment usual adult schedule by indication,,Delayed-release oral PPI for GERD/erosive esophagitis.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3ed69e5a-aa78-4118-aa32-59a10f80c901,draft,,,,,
levocetirizine:ORAL,Levocetirizine dihydrochloride,ORAL,"> 80: CrCl >80 mL/min: 5 mg once daily in the evening
50-80: CrCl 50-80 mL/min: 2.5 mg once daily
30-49.99: CrCl 30-50 mL/min: 2.5 mg every other day
10-29.99: CrCl 10-30 mL/min: 2.5 mg twice weekly, once every 3 to 4 days
< 10: CrCl <10 mL/min or hemodialysis: Do not use not applicable",,Allergic rhinitis/urticaria; adult and age 12+ renal table.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=348eadb6-5be2-f8c7-e063-6394a90a1314,draft,,,,,
fexofenadine:ORAL,Fexofenadine hydrochloride,ORAL,All values: Manual review: nonnumeric decreased renal function category: Source summary only DailyMed: 60 mg once daily as adult starting dose in decreased renal function; do not apply to all CrCl values without clinical review,,"Seasonal allergic rhinitis/chronic idiopathic urticaria tablet label; decreased renal function is not numerically defined, so this record is source-summary only.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3d17e8d-a8ce-4e1a-9ec2-13736af1d7b5,draft,,,,,
desloratadine:ORAL,Desloratadine,ORAL,All values: Manual review: renal impairment category not dose-band selectable: Source summary only DailyMed: 5 mg every other day as adult starting dose in renal impairment; do not apply to all CrCl values without clinical review,,"Allergic rhinitis/chronic idiopathic urticaria; adult renal impairment dose is not tied to a CrCl cutoff, so this record is source-summary only.",https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4d094001-b85a-47b3-bc67-a46660384ece,draft,,,,,
montelukast:ORAL,Montelukast sodium,ORAL,All values: Renal insufficiency: No renal dose adjustment usual adult schedule by indication,,Asthma/allergic rhinitis tablet label.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=488e08d7-59d8-499e-bac6-a0783651d67b,draft,,,,,
roflumilast:ORAL,Roflumilast,ORAL,All values: Renal impairment: No renal dose adjustment 500 mcg once daily after any initial 250 mcg tolerability lead-in,,COPD exacerbation risk reduction in severe COPD associated with chronic bronchitis; not for acute bronchospasm.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4251c764-7224-4f94-9de7-b6c76cb1f5cd,draft,,,,,
tiotropium:INHALATION,Tiotropium bromide,INHALATION,All values: Renal impairment: No renal dose adjustment usual adult inhaled schedule; monitor anticholinergic effects if moderate/severe impairment,,SPIRIVA HANDIHALER inhalation powder for COPD maintenance; monitor anticholinergic effects in moderate/severe renal impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c6343458-617b-41ed-8e96-763e91dc8e90,draft,,,,,
trospium:ORAL,Trospium chloride,ORAL,">= 30: CrCl >=30 mL/min: 20 mg twice daily on an empty stomach
< 30: CrCl <30 mL/min: 20 mg once daily at bedtime",,Immediate-release tablets for overactive bladder; extended-release capsules are not recommended when CrCl <30 mL/min.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d5c837a4-d1c6-4615-b7ad-27f3162a03aa,draft,,,,,
vibegron:ORAL,Vibegron,ORAL,"All values: Manual review: FDA label is eGFR-based, not CrCl-based: Source summary only DailyMed: no adjustment for eGFR 15 to <90 mL/min/1.73 m2; not recommended for eGFR <15 or hemodialysis",,"Adult overactive bladder beta-3 agonist; label uses eGFR rather than Cockcroft-Gault CrCl, so this record is source-summary only in the CrCl-based rules shape.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,draft,,,,,
ibandronate:ORAL,Ibandronate sodium,ORAL,">= 30: CrCl >=30 mL/min: No renal dose adjustment usual osteoporosis schedule
< 30: CrCl <30 mL/min: Not recommended do not use",,Oral postmenopausal osteoporosis tablet; injectable product has separate administration-specific labeling.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5741ef6-0599-4657-8cda-2902ded4f680&version=12,draft,,,,,
cinacalcet:ORAL,Cinacalcet,ORAL,All values: Renal impairment: No renal dose adjustment usual adult titration by indication and labs,,Secondary hyperparathyroidism in adult CKD on dialysis and selected hypercalcemia indications.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=28262843-b0a8-4ca7-8b92-41b7f0e896b4,draft,,,,,
ondansetron:ORAL,Ondansetron,ORAL,All values: Impaired renal function: No renal dose adjustment usual adult schedule by indication,,Oral tablets; renal statement notes limited experience beyond first-day administration.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69b9a032-f2d1-4c5a-a35e-9cdc3c620716,draft,,,,,
granisetron:SC,Granisetron,SC,">= 60: CrCl >=60 mL/min: 10 mg subcutaneously on day 1 of chemotherapy; not more often than every 7 days
30-59.99: CrCl 30-59 mL/min: 10 mg subcutaneously on day 1 of chemotherapy; not more often than every 14 days
< 30: CrCl <30 mL/min: Avoid use not applicable",,SUSTOL extended-release injection for chemotherapy-induced nausea and vomiting; not the immediate-release granisetron products.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7c7ffdd-8270-4030-bc1e-a1cb28a6de56,draft,,,,,
aprepitant:ORAL,Aprepitant,ORAL,All values: Renal impairment or ESRD on hemodialysis: No renal dose adjustment usual adult regimen by indication,,Oral capsules for CINV/PONV; check regimen-specific co-administered antiemetic and corticosteroid dosing separately.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec44482e-6194-4829-a3f7-ebe8d48a41a5,draft,,,,,
rimegepant:ORAL,Rimegepant,ORAL,">= 15: CLcr >=15 mL/min: No renal dose adjustment usual adult schedule by acute or preventive migraine indication
< 15: CLcr <15 mL/min or dialysis: Avoid use not applicable",,Orally disintegrating tablet for acute and preventive migraine treatment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ef08e09-1098-35cc-e053-2a95a90a3e1d,draft,,,,,
ubrogepant:ORAL,Ubrogepant,ORAL,">= 30: CLcr >=30 mL/min: 50 mg or 100 mg; maximum 200 mg/day as needed; second dose at least 2 hours later if needed
15-29.99: CLcr 15-29 mL/min: 50 mg; second dose 50 mg if needed second dose at least 2 hours later
< 15: CLcr <15 mL/min: Avoid use not applicable",,Acute migraine treatment in adults; interaction dose modifications may be more restrictive.,https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=human&query=Ubrogepant,draft,,,,,
atogepant:ORAL,Atogepant,ORAL,">= 30: CLcr >=30 mL/min: No renal dose adjustment usual adult preventive schedule by migraine type
< 30: CLcr <30 mL/min or ESRD; episodic migraine: 10 mg once daily; take after dialysis on dialysis days | CLcr <30 mL/min or ESRD; chronic migraine: Not recommended do not use",">= 30 [any]: No renal dose adjustment usual adult preventive schedule
< 30 [indication=episodic-migraine]: 10 mg once daily; after dialysis on dialysis days
< 30 [indication=chronic-migraine]: Not recommended do not use",Migraine prevention; renal recommendations differ for episodic versus chronic migraine.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c8ab8f4-32bd-497a-befa-70c8a51d8d52,draft,,,,,
ramelteon:ORAL,Ramelteon,ORAL,All values: Renal impairment: No renal dose adjustment 8 mg within 30 minutes of bedtime; maximum 8 mg/day,,Insomnia sleep-onset treatment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9de82310-70e8-47b9-b1fc-6c6848b99455,draft,,,,,
eszopiclone:ORAL,Eszopiclone,ORAL,All values: Renal impairment: No renal dose adjustment usual adult bedtime schedule,,Insomnia treatment; hepatic/CNS depressant adjustments are separate.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=af86b753-d2ee-9b5f-e053-2a95a90ad23d,draft,,,,,
zaleplon:ORAL,Zaleplon,ORAL,All values: Manual review: mild/moderate renal impairment is not CrCl-mapped: Source summary only DailyMed: no adjustment in mild to moderate renal impairment; severe renal impairment not adequately studied,,"Insomnia treatment; mild/moderate renal impairment is not numerically defined in the label and severe renal impairment was not adequately studied, so this record is source-summary only.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc7639e9-c2cb-47bb-a295-efb0f656ccd1,draft,,,,,
suvorexant:ORAL,Suvorexant,ORAL,All values: Renal impairment: No renal dose adjustment usual adult bedtime schedule,,Insomnia treatment; controlled substance and CYP3A interaction adjustments are separate.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5b72731-1acb-45b7-9c13-290ad12d3951,draft,,,,,
lemborexant:ORAL,Lemborexant,ORAL,"All values: Mild, moderate, or severe renal impairment: No renal dose adjustment usual adult bedtime schedule; monitor somnolence risk",,Insomnia treatment; severe renal impairment may increase somnolence risk despite no required dose adjustment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7074cb65-77b3-45d2-8e8d-da8dc0f70bfd,draft,,,,,
tadalafil:ORAL,Tadalafil,ORAL,"> 50: CrCl >50 mL/min: No renal dose adjustment usual adult schedule by ED/BPH indication
30-50: CrCl 30-50 mL/min; ED use as needed: Start 5 mg; maximum 10 mg not more than once daily; max 10 mg every 48 hours | CrCl 30-50 mL/min; once-daily ED, BPH, or ED/BPH: Start 2.5 mg; may increase to 5 mg once daily based on response
< 30: CrCl <30 mL/min or hemodialysis; ED use as needed: Do not exceed 5 mg every 72 hours | CrCl <30 mL/min or hemodialysis; once-daily ED, BPH, or ED/BPH: Not recommended do not use","> 50 [formulation=ed-prn]: No renal dose adjustment usual ED as-needed schedule
> 50 [formulation=daily-ed-bph]: No renal dose adjustment once daily
30-50 [formulation=ed-prn]: Start 5 mg; maximum 10 mg not more than once daily; max 10 mg every 48 hours
30-50 [formulation=daily-ed-bph]: Start 2.5 mg; may increase to 5 mg once daily based on response
< 30 [formulation=ed-prn]: Do not exceed 5 mg every 72 hours
< 30 [formulation=daily-ed-bph]: Not recommended do not use
All values [formulation=pah]: PAH/ADCIRCA not encoded in this ED/BPH record review product-specific label",ED/BPH tablet label; pulmonary arterial hypertension products such as ADCIRCA use a different renal regimen and are not encoded here.,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f9e9a953-2802-4bb1-91a3-a29be347801e,draft,,,,,
darifenacin:ORAL,Darifenacin,ORAL,All values: Renal impairment: No renal dose adjustment usual adult schedule,,Extended-release tablets for overactive bladder.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e9f2cec-8c9f-7668-dfb4-6ab57c9d3e8a,draft,,,,,
apremilast:ORAL,Apremilast,ORAL,">= 30: CLcr >=30 mL/min: 30 mg twice daily after titration
< 30: CLcr <30 mL/min: 30 mg once daily after AM-only titration",">= 30 [any]: 30 mg twice daily after titration
< 30 [any]: 30 mg once daily after AM-only titration","Immediate-release OTEZLA tablets for adult psoriatic arthritis, plaque psoriasis, and Behcet oral ulcers; OTEZLA XR severe-renal guidance differs.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6b1f516-4972-4d82-bced-113e47b41cc5,draft,,,,,
bupropion:ORAL,Bupropion,ORAL,">= 90: Adult dosing: Usual dose no renal adjustment stated for GFR ≥ 90 mL/min
< 90: Renal impairment (GFR < 90 mL/min): Consider reducing the dose and/or dosing frequency label gives no specific amount",,Label defines renal impairment as GFR below 90 mL/min; it gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=004d8121-59d4-46c4-acb8-b2dd097bf556,draft,,,,,
ibuprofen:ORAL,Ibuprofen,ORAL,"All values: Renal impairment: Advanced renal disease: not recommended if it must be used, closely monitor renal function",,NSAIDs can precipitate renal decompensation in patients with impaired renal function; the label gives no CrCl threshold.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00872852-680a-41b3-901b-b991b12a176d,draft,,,,,
ibuprofen:IV,Ibuprofen,IV,All values: Renal impairment: Advanced renal disease: avoid unless benefits outweigh the risk of worsening renal function ensure hydration before each dose; monitor renal function,,Patients must be well hydrated before administration. The label gives no CrCl threshold.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1eaa7790-f1a1-4f51-b10a-cbbaf033f684,draft,,,,,
diclofenac:ORAL,Diclofenac,ORAL,All values: Renal impairment: Renal impairment: use with caution; no dose guidance in the label monitor renal function; correct volume status before starting,,No controlled data in advanced renal disease; renal effects may hasten progression of renal dysfunction.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03c4f06f-6a49-4404-bf3b-0aafa33c81ef,draft,,,,,
potassium-chloride:ORAL,Potassium Chloride,ORAL,All values: Renal impairment: Renal impairment: start at the low end of the dosing range monitor serum potassium and renal function,,Reduced urinary potassium excretion in renal impairment increases the risk of hyperkalemia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00615fad-ad3b-46e8-a89d-48290d937ae2,draft,,,,,
baclofen:ORAL,Baclofen,ORAL,All values: Renal impairment: Renal impairment: give with caution; dose reduction may be necessary label gives no specific amount,,Baclofen is excreted mainly unchanged by the kidneys; the label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=020632f4-5e8a-f4a0-e063-6294a90a6301,draft,,,,,
hydrochlorothiazide:ORAL,Hydrochlorothiazide,ORAL,All values: Renal impairment: Severe renal disease: use with caution; contraindicated in anuria consider withholding or stopping if renal impairment progresses,,Thiazides may precipitate azotemia in renal disease; contraindicated in anuria.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01ad3531-5ed9-434c-b7d5-02d72aa82e46,draft,,,,,
famotidine:IV,Famotidine,IV,">= 50: Adult dosing: Usual dose no renal adjustment for CrCl ≥ 50 mL/min
< 50: Moderate (CrCl < 50) or severe renal insufficiency: Half the usual dose, or extend the interval to 36–48 hours as indicated by clinical response",,CNS adverse effects have been reported with moderate and severe renal insufficiency.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fdf16e5-145d-4c19-a318-fc6c10794b50,draft,,,,,
furosemide:ORAL,Furosemide,ORAL,All values: Renal impairment: Contraindicated in anuria; stop if azotemia and oliguria increase in severe progressive renal disease no renal dose table in the label,,Ototoxicity is more likely with severe renal impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01a5f094-b473-4e46-9e61-69d5ec6dd766,draft,,,,,
furosemide:IV,Furosemide,IV,All values: Renal impairment: Stop if azotemia and oliguria increase in severe progressive renal disease monitor for dehydration and azotemia,,"Monitor serum electrolytes, BUN and creatinine; ototoxicity is more likely with severe renal impairment.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08a44bdd-028d-41af-9d4e-70971b0bcc4e,draft,,,,,
furosemide:SC,Furosemide,SC,All values: Renal impairment: Significantly reduced renal function may need additional diuretic therapy stop if azotemia and oliguria increase in severe progressive renal disease,,The on-body infusor delivers a fixed 80 mg dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eac958dd-8d43-e44e-e053-2995a90a4d5e,draft,,,,,
ketorolac:ORAL,Ketorolac,ORAL,"All values: Renal impairment: Renally impaired: 10 mg once, then 10 mg every 4–6 hours as needed maximum 40 mg/day; contraindicated in advanced renal impairment",,Contraindicated in advanced renal impairment or risk of renal failure from volume depletion. Total ketorolac course (all routes) is limited to 5 days.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04d5114e-332b-4ed0-85df-b276c1dc296c,draft,,,,,
ketorolac:IV,Ketorolac,IV,All values: Renal impairment: Renally impaired: 15 mg IV every 6 hours (single dose 15 mg) maximum 60 mg/day; contraindicated in advanced renal impairment,,"Applies to renally impaired patients, age ≥ 65 or weight < 50 kg. Contraindicated in advanced renal impairment or risk of renal failure from volume depletion.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=014ba8d7-7ed3-4d4a-847a-22b65161117e,draft,,,,,
celecoxib:ORAL,Celecoxib,ORAL,All values: Renal impairment: Advanced renal disease: avoid unless benefits outweigh the risk of worsening renal function monitor renal function,,The label gives no CrCl threshold for advanced renal disease.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00e67d5e-df6f-4dfd-8c2d-a001c8a99af0,draft,,,,,
pravastatin:ORAL,Pravastatin,ORAL,All values: Renal impairment: Significant renal impairment: start 10 mg once daily titrate cautiously,,Renal impairment is a risk factor for myopathy; the label gives no CrCl cut-off for 'significant' impairment.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01beb7e2-ba01-4f2f-8554-4a8ec0941c9f,draft,,,,,
allopurinol:IV,Allopurinol,IV,"> 20: Adult dosing: No reduction specified usual 200–400 mg/m²/day, maximum 600 mg/day
10-20: CrCl 10–20 mL/min: 200 mg/day daily
< 10: CrCl < 10 mL/min: 100 mg/day daily | On dialysis: 50 mg every 12 hours or 100 mg every 24 hours per label",,"Usual adult dose 200–400 mg/m²/day (maximum 600 mg/day), started 24–48 hours before chemotherapy.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2caf5eed-2408-4ce0-bd0d-04f4c90e434d,draft,,,,,
naproxen:ORAL,Naproxen,ORAL,">= 30: CrCl ≥ 30 mL/min: Use with caution; no dose change specified monitor renal function
< 30: Moderate to severe and severe renal impairment: Not recommended CrCl < 30 mL/min",,Avoid in advanced renal disease unless benefits outweigh the risk of worsening renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=000155a8-709c-44e5-a75f-cd890f3a7caf,draft,,,,,
glycopyrrolate:ORAL,Glycopyrrolate,ORAL,All values: Renal impairment: Renal impairment: monitor for anticholinergic adverse reactions discontinue if anticholinergic adverse reactions occur,,The label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=098c7654-a352-47ee-bf23-6a81f8601266,draft,,,,,
glycopyrrolate:IV,Glycopyrrolate,IV,All values: Renal impairment: Renal failure: renal elimination may be significantly reduced use with caution; monitor for anticholinergic effects,,The label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02541cfd-b209-49b9-a73f-13ef18dce06d,draft,,,,,
dicyclomine:ORAL,Dicyclomine,ORAL,All values: Renal impairment: Renal impairment: not studied use with caution,,Substantially excreted by the kidney; toxic reactions may be more likely with impaired renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c656550-7e5b-445f-e063-6294a90a8f52,draft,,,,,
dicyclomine:IV,Dicyclomine,IV,All values: Renal impairment: Renal impairment: not studied use with caution,,Substantially excreted by the kidney; toxic reactions may be more likely with impaired renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26a94263-46c0-4938-849c-ffb396e48dd3,draft,,,,,
meloxicam:ORAL,Meloxicam,ORAL,All values: Severe renal impairment: Not recommended no CrCl threshold given | Hemodialysis: Maximum 7.5 mg per day once daily,,Avoid in advanced renal disease unless benefits outweigh the risk of worsening renal function.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06a401f0-4380-4081-86ed-a309a25abf6b,draft,,,,,
meloxicam:IV,Meloxicam,IV,All values: Renal impairment: Advanced renal disease: avoid unless benefits outweigh the risk of worsening renal function ensure hydration before dosing,,Contraindicated in moderate to severe renal insufficiency with risk of renal failure from volume depletion. Hydrate before dosing.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=385fd779-1be1-49ae-8213-750b96ecc997,draft,,,,,
phentermine:ORAL,Phentermine,ORAL,">= 30: Adult dosing: Usual dose no renal adjustment stated for eGFR ≥ 30
15-29.99: eGFR 15–29 mL/min/1.73 m²: Maximum 15 mg daily severe renal impairment
< 15: End-stage renal disease: Avoid eGFR < 15 mL/min/1.73 m² or dialysis",,eGFR-based adult dosing.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27e88ebe-6247-4598-8ef2-c882992ed579,draft,,,,,
diltiazem:IV,Diltiazem,IV,All values: Renal impairment: Impaired renal function: use with caution no specific dose adjustment in the label,,The label gives no specific reduced dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3f2942d7-f4d0-2d77-e063-6294a90a74ad,draft,,,,,
glipizide:ORAL,Glipizide,ORAL,All values: Renal impairment: Impaired renal function: conservative initial and maintenance dosing titrate carefully to avoid hypoglycemia,,To avoid hypoglycemia; the label gives no specific dose.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00729e82-150a-464a-abe7-a3319721fbdb,draft,,,,,
lorazepam:IV,Lorazepam,IV,All values: Acute (single) doses: No adjustment needed caution with frequent doses over short periods | Renal failure: Not recommended use with caution in mild to moderate renal disease,,Excretion of the glucuronide is renal.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=20140b19-846b-425f-b191-670e17809945,draft,,,,,
lamotrigine:ORAL,Lamotrigine,ORAL,All values: Renal impairment: Significant renal impairment: reduced maintenance doses may be effective label gives no specific amount,,Initial doses depend on concomitant medications.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=003663e5-c0c7-4fc1-a64d-313f2a5b10d2,draft,,,,,
clonazepam:ORAL,Clonazepam,ORAL,All values: Renal impairment: Impaired renal function: use with caution label gives no specific dose reduction,,Renally excreted metabolites may accumulate.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00f323c0-e007-40df-ae7f-e6b3c7ba0aa8,draft,,,,,
hydrocortisone:IV,Hydrocortisone,IV,All values: Renal impairment: Renal insufficiency: use with caution no dose adjustment in the label,,"Sodium retention, edema and potassium loss may occur.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37534164-9de5-4bb3-9f87-341dfcf90883,draft,,,,,
sulfamethoxazole-and-trimethoprim:IV,Sulfamethoxazole and Trimethoprim,IV,"> 30: Adult dosing: Usual standard dosage regimen by infection
15-30: CrCl 15–30 mL/min: Half the usual dosage regimen by infection
< 15: Severe renal impairment: Use not recommended CrCl below 15 mL/min",,Doses are based on the trimethoprim component and vary by infection.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=640f5b0c-748d-4a68-a1de-59cc3e00ed49,draft,,,,,
